Date,Open,High,Low,Close
07/02/2019,"0.3974","0.4094","0.3815","0.3961"
07/01/2019,"0.4045","0.4188","0.3870","0.3977"
06/30/2019,"0.4236","0.4274","0.3942","0.4045"
06/29/2019,"0.4165","0.4270","0.4005","0.4238"
06/28/2019,"0.4016","0.4196","0.3968","0.4165"
06/27/2019,"0.4746","0.4746","0.3887","0.4014"
06/26/2019,"0.4613","0.4938","0.4569","0.4735"
06/25/2019,"0.4595","0.4751","0.4549","0.4613"
06/24/2019,"0.4792","0.4838","0.4464","0.4597"
06/23/2019,"0.4753","0.4882","0.4620","0.4792"
06/22/2019,"0.4407","0.5078","0.4389","0.4753"
06/21/2019,"0.4316","0.4495","0.4286","0.4407"
06/20/2019,"0.4326","0.4363","0.4215","0.4316"
06/19/2019,"0.4291","0.4386","0.4200","0.4326"
06/18/2019,"0.4494","0.4629","0.4186","0.4291"
06/17/2019,"0.4218","0.4560","0.4198","0.4560"
06/16/2019,"0.4105","0.4416","0.4085","0.4220"
06/15/2019,"0.3963","0.4141","0.3963","0.4105"
06/14/2019,"0.4027","0.4047","0.3923","0.3963"
06/13/2019,"0.3976","0.4100","0.3971","0.4027"
06/12/2019,"0.3934","0.4040","0.3886","0.3976"
06/11/2019,"0.3960","0.4039","0.3837","0.3934"
06/10/2019,"0.3823","0.4048","0.3749","0.3960"
06/09/2019,"0.4098","0.4115","0.3700","0.3823"
06/08/2019,"0.4193","0.4252","0.4041","0.4094"
06/07/2019,"0.4165","0.4320","0.4156","0.4184"
06/06/2019,"0.3983","0.4265","0.3918","0.4165"
06/05/2019,"0.3911","0.4060","0.3842","0.3983"
06/04/2019,"0.4410","0.4410","0.3857","0.3909"
06/03/2019,"0.4388","0.4639","0.4299","0.4411"
06/02/2019,"0.4284","0.4464","0.4266","0.4388"
06/01/2019,"0.4340","0.4414","0.4193","0.4284"
05/31/2019,"0.4297","0.4345","0.4024","0.4332"
05/30/2019,"0.4466","0.4739","0.4240","0.4293"
